"Kingdom","Phylum","Class","Subclass","Infraclass","Subterclass","Superorder","Order","Superfamily","Family","Genus","Species","Subfamily","Tribe","Subphylum","Suborder","Superclass","Subgenus","Infraorder","Parvorder","Subspecies","Infraphylum","Parvphylum","Gigaclass","Section","Subsection","Flokkun","id","N","Artal","skipting","stod","Nu","A","worms"
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Venerida","Arcticoidea","Arcticidae","Arctica","Arctica islandica",,,,,,,,,,,,,,,"Arctica islandica","E3C",1,2016,4,"E3",4,"138802",138802
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Venerida","Arcticoidea","Arcticidae","Arctica","Arctica islandica",,,,,,,,,,,,,,,"Arctica islandica","B8",9,1999,1,"B8",9,"138802",138802
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Venerida","Arcticoidea","Arcticidae","Arctica","Arctica islandica",,,,,,,,,,,,,,,"Arctica islandica","E3",3,1999,1,"E3",3,"138802",138802
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Venerida","Arcticoidea","Arcticidae","Arctica","Arctica islandica",,,,,,,,,,,,,,,"Arctica islandica","B8B",5,2016,4,"B8",20,"138802",138802
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Venerida","Arcticoidea","Arcticidae","Arctica","Arctica islandica",,,,,,,,,,,,,,,"Arctica islandica","A7C",3,2016,4,"A7",12,"138802",138802
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Venerida","Arcticoidea","Arcticidae","Arctica","Arctica islandica",,,,,,,,,,,,,,,"Arctica islandica","B5C",1,2016,4,"B5",4,"138802",138802
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Venerida","Arcticoidea","Arcticidae","Arctica","Arctica islandica",,,,,,,,,,,,,,,"Arctica islandica","C4C",1,2014,1,"C4",1,"138802",138802
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Venerida","Arcticoidea","Arcticidae","Arctica","Arctica islandica",,,,,,,,,,,,,,,"Arctica islandica","B8C",5,2016,4,"B8",20,"138802",138802
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Venerida","Arcticoidea","Arcticidae","Arctica","Arctica islandica",,,,,,,,,,,,,,,"Arctica islandica","C4B",1,2016,1,"C4",1,"138802",138802
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Venerida","Arcticoidea","Arcticidae","Arctica","Arctica islandica",,,,,,,,,,,,,,,"Arctica islandica","B8A",2,2016,4,"B8",8,"138802",138802
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Venerida","Arcticoidea","Arcticidae","Arctica","Arctica islandica",,,,,,,,,,,,,,,"Arctica islandica","B8B",2,2017,4,"B8",8,"138802",138802
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Arenicolidae","Arenicola","Arenicola marina",,,,,,,,,,,,,,,"Arenicola marina","C4A",1,2014,1,"C4",1,"129868",129868
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Arenicolidae","Arenicola","Arenicola marina",,,,,,,,,,,,,,,"Arenicola marina","U1C",1,2013,1,"U1",1,"129868",129868
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Arenicolidae","Arenicola","Arenicola marina",,,,,,,,,,,,,,,"Arenicola marina","C4C",1,2017,4,"C4",4,"129868",129868
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Arenicolidae","Arenicola","Arenicola marina",,,,,,,,,,,,,,,"Arenicola marina","C4C",1,2015,1,"C4",1,"129868",129868
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Arenicolidae","Arenicola","Arenicola marina",,,,,,,,,,,,,,,"Arenicola marina","E4C",1,2014,4,"E4",4,"129868",129868
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Arenicolidae","Arenicola","Arenicola marina",,,,,,,,,,,,,,,"Arenicola marina","C4B",1,2014,1,"C4",1,"129868",129868
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea",,,,,,,,,,,,,,,,"Aricidea","B8A",2,2016,4,"B8",8,"129430",129430
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea (Acmira) cerrutii",,,,,,"Aricidea (Acmira)",,,,,,,,,"Aricidea (Acmira) cerrutii","E4",4,1999,1,"E4",4,"525497",525497
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","E4A",1,2016,4,"E4",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","C4C",1,2013,1,"C4",1,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","C4C",2,2013,8,"C4",16,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","B5C",2,2017,4,"B5",8,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","E3A",8,2013,1,"E3",8,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","E3B",1,2014,4,"E3",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","E4B",1,2017,4,"E4",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","E3B",1,2016,4,"E3",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","E4C",1,2017,4,"E4",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","B5B",2,2017,4,"B5",8,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","E3C",3,2016,4,"E3",12,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","U2B",1,2013,8,"U2",8,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","U1A",1,2013,1,"U1",1,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","E4A",1,2017,4,"E4",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","E4B",1,2015,4,"E4",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","C4A",1,2017,4,"C4",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","E3C",1,2017,4,"E3",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","A7C",3,2016,4,"A7",12,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","B5A",3,2016,4,"B5",12,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","U2C",1,2013,8,"U2",8,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","A7B",1,2015,4,"A7",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","E3A",2,2016,4,"E3",8,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","E3A",1,2014,4,"E3",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","B8B",1,2016,4,"B8",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","C4B",4,2016,4,"C4",16,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","A7B",1,2017,4,"A7",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","A7C",2,2017,4,"A7",8,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","B5A",1,2017,4,"B5",4,"130572",130572
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Paraonidae","Aricidea","Aricidea suecica",,,,,,,,,,,,,,,"Aricidea suecica","A7B",1,2016,4,"A7",4,"130572",130572
"Animalia","Chordata","Ascidiacea",,,,,,,,,,,,"Tunicata",,,,,,,,,,,,"Ascidiacea","U1A",2,2013,1,"U1",2,"1839",1839
"Animalia","Chordata","Ascidiacea",,,,,,,,,,,,"Tunicata",,,,,,,,,,,,"Ascidiacea","U1B",3,2013,8,"U1",24,"1839",1839
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Archiheterodonta",,"Carditida","Crassatelloidea","Astartidae","Astarte",,,,,,,,,,,,,,,,"Astarte","E3",4,1999,1,"E3",4,"Error : (206) Partial Content - Astarte
",137683
"Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Archiheterodonta",,"Carditida","Crassatelloidea","Astartidae","Astarte",,,,,,,,,,,,,,,,"Astarte borealis","U1C",1,2013,8,"U1",8,"138818",137683
"Animalia","Echinodermata","Asteroidea",,,,,,,,,,,,"Asterozoa",,,,,,,,,,,,"Asteroidea","U1C",2,2013,1,"U1",2,"123080",123080
"Animalia","Echinodermata","Asteroidea",,,,,,,,,,,,"Asterozoa",,,,,,,,,,,,"Asteroidea","E4A",1,2017,4,"E4",4,"123080",123080
"Animalia","Echinodermata","Asteroidea",,,,,,,,,,,,"Asterozoa",,,,,,,,,,,,"Asteroidea","E3A",1,2014,4,"E3",4,"123080",123080
"Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata",,,"Terebellida",,"Terebellidae","Axionice","Axionice maculata","Terebellinae","Lanicini",,"Terebelliformia",,,,,,,,,,,"Axionice maculata","U1B",1,2013,1,"U1",1,"131484",131484
"Animalia","Arthropoda","Thecostraca","Cirripedia","Thoracica",,"Thoracicalcarea","Balanomorpha","Balanoidea","Balanidae","Balanus",,"Balaninae",,"Crustacea",,"Multicrustacea",,,,,,,,,,"Balanus","E4A",4,2017,1,"E4",4,"106122",106122
"Animalia","Arthropoda","Thecostraca","Cirripedia","Thoracica",,"Thoracicalcarea","Balanomorpha","Balanoidea","Balanidae","Balanus",,"Balaninae",,"Crustacea",,"Multicrustacea",,,,,,,,,,"Balanus","C4B",100,2015,1,"C4",100,"106122",106122
"Animalia","Arthropoda","Thecostraca","Cirripedia","Thoracica",,"Thoracicalcarea","Balanomorpha","Balanoidea","Balanidae","Balanus",,"Balaninae",,"Crustacea",,"Multicrustacea",,,,,,,,,,"Balanus","E3B",96,2014,1,"E3",96,"106122",106122
"Animalia","Arthropoda","Thecostraca","Cirripedia","Thoracica",,"Thoracicalcarea","Balanomorpha","Balanoidea","Balanidae","Balanus",,"Balaninae",,"Crustacea",,"Multicrustacea",,,,,,,,,,"Balanus","E3A",172,2014,1,"E3",172,"106122",106122
"Animalia","Arthropoda","Thecostraca","Cirripedia","Thoracica",,"Thoracicalcarea","Balanomorpha","Balanoidea","Balanidae","Balanus",,"Balaninae",,"Crustacea",,"Multicrustacea",,,,,,,,,,"Balanus","E3C",96,2014,1,"E3",96,"106122",106122
"Animalia","Arthropoda","Thecostraca","Cirripedia","Thoracica",,"Thoracicalcarea","Balanomorpha","Balanoidea","Balanidae","Balanus",,"Balaninae",,"Crustacea",,"Multicrustacea",,,,,,,,,,"Balanus","E4A",180,2017,1,"E4",180,"106122",106122
"Animalia","Arthropoda","Thecostraca","Cirripedia","Thoracica",,"Thoracicalcarea","Balanomorpha","Balanoidea","Balanidae","Balanus","Balanus balanus","Balaninae",,"Crustacea",,"Multicrustacea",,,,,,,,,,"Balanus balanus","E4B",1,2016,1,"E4",1,"106213",106213
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","E3B",2,2016,4,"E3",8,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","E4B",1,2013,1,"E4",1,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","B8C",4,2016,1,"B8",4,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","U2B",1,2013,8,"U2",8,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","E3A",2,2013,8,"E3",16,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","B8B",2,2016,4,"B8",8,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","B8",2,1999,1,"B8",2,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","C4",8,1999,1,"C4",8,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","C4A",8,2013,8,"C4",64,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","A7A",2,2013,8,"A7",16,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","B8A",2,2016,4,"B8",8,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","E4B",1,2016,1,"E4",1,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","U1B",5,2013,8,"U1",40,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","E4A",3,2016,1,"E4",3,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","B8C",1,2015,4,"B8",4,"105",105
"Animalia","Mollusca","Bivalvia",,,,,,,,,,,,,,,,,,,,,,,,"Bivalvia","U1A",14,2013,8,"U1",112,"105",105
"Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata",,,"Terebellida",,"Flabelligeridae","Brada","Brada inhabilis",,,,"Cirratuliformia",,,,,,,,,,,"Brada inhabilis","U1C",1,2013,8,"U1",8,"130097",130097
"Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata",,,"Terebellida",,"Flabelligeridae","Brada","Brada inhabilis",,,,"Cirratuliformia",,,,,,,,,,,"Brada inhabilis","U1A",1,2013,1,"U1",1,"130097",130097
"Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata",,,"Terebellida",,"Flabelligeridae","Brada","Brada villosa",,,,"Cirratuliformia",,,,,,,,,,,"Brada villosa","U2A",1,2013,1,"U2",1,"130099",130099
"Animalia","Bryozoa",,,,,,,,,,,,,,,,,,,,,,,,,"Bryozoa","E3A",2,2014,1,"E3",2,"146142",146142
"Animalia","Bryozoa",,,,,,,,,,,,,,,,,,,,,,,,,"Bryozoa","E3B",1,2014,1,"E3",1,"146142",146142
"Animalia","Mollusca","Gastropoda","Caenogastropoda",,,,"Neogastropoda","Buccinoidea","Buccinidae","Buccinum","Buccinum undatum","Buccininae",,,,,,,,,,,,,,"Buccinum undatum","B8",1,1999,1,"B8",1,"138878",138878
"Animalia","Mollusca","Gastropoda","Caenogastropoda",,,,"Neogastropoda","Buccinoidea","Buccinidae","Buccinum","Buccinum undatum","Buccininae",,,,,,,,,,,,,,"Buccinum undatum","E3A",1,2017,1,"E3",1,"138878",138878
"Animalia","Mollusca","Gastropoda","Caenogastropoda",,,,"Neogastropoda","Buccinoidea","Buccinidae","Buccinum","Buccinum undatum","Buccininae",,,,,,,,,,,,,,"Buccinum undatum","E4A",1,2017,1,"E4",1,"138878",138878
"Animalia","Cnidaria","Hydrozoa","Hydroidolina",,,,"Leptothecata",,"Campanulariidae",,,,,,,,,,,,,,,,,"Campanulariidae","E4B",1,2016,4,"E4",4,"1606",1606
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","A7B",1,2016,4,"A7",4,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","C4A",7,2013,8,"C4",56,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","U2B",25,2013,8,"U2",200,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","C4C",133,2013,1,"C4",133,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","E4A",84,2013,8,"E4",672,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","E4A",505,2013,1,"E4",505,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B5A",8,2013,4,"B5",32,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B8B",5,2013,8,"B8",40,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","A7B",15,2013,1,"A7",15,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","C4C",30,2013,8,"C4",240,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","A7A",104,2014,4,"A7",416,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","U1C",1,2013,4,"U1",4,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","A7B",3,2016,1,"A7",3,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B5C",76,2013,1,"B5",76,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","E4C",1,2016,4,"E4",4,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B0A",4,2013,1,"B0",4,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B5C",57,2014,1,"B5",57,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B8B",2,2014,1,"B8",2,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","U2B",389,2013,1,"U2",389,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","U1A",3,2013,1,"U1",3,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B5A",12,2013,8,"B5",96,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","E4C",30,2013,8,"E4",240,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B5C",41,2013,8,"B5",328,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B8C",105,2013,1,"B8",105,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B0C",139,2013,1,"B0",139,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","U1C",1,2013,8,"U1",8,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","E3A",1,2016,4,"E3",4,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","U2C",20,2013,8,"U2",160,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","U2C",356,2013,1,"U2",356,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B8A",27,2013,1,"B8",27,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","C4A",151,2013,1,"C4",151,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B5B",244,2013,1,"B5",244,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","U2A",81,2013,1,"U2",81,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B8B",31,2014,4,"B8",124,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","E4B",80,2013,8,"E4",640,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","E4C",219,2013,1,"E4",219,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B8C",19,2013,8,"B8",152,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","E3A",1,2014,4,"E3",4,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","A7B",36,2014,4,"A7",144,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","U1C",4,2013,1,"U1",4,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","A7A",1,2016,4,"A7",4,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B5A",83,2014,1,"B5",83,"129876",129876
"Animalia","Annelida","Polychaeta","Sedentaria","Scolecida",,,,,"Capitellidae","Capitella","Capitella capitata",,,,,,,,,,,,,,,"Capitella capitata","B5B",16,2014,1,"B5",16,"129876",129876
